ID,Title,Date,Tags,Goal Amount,Amount Raised,Difference,Success,Difference,Donors,Shares,Followers,Description
1480,TMAC Family Fund,"Created July 24, 2020","Dreams, Hopes & Wishes",100000,89334,-10666,0,0,248,255,149,"From the shores of Cape Cod, to the seats @ Fenway & Gillette Stadium, to the little town of Northborough MA, no one has touched more lives than Tim McGuinness.To know Tim McGuinness, is to love Tmac.Ê He has a larger-than-life personality, and no one can Òwork the roomÓ like him.Ê He loves the Pats and the Sox, but neither compare to the love he has for his wife, Andrea of 27 years.Ê Tim and Andrea have 4 wonderful children & 2 beautiful grandchildren, who they continue to support every day.Ê His love for life and family is a reflection on his parents, Bob & Debbie, as well as all of his siblings, Mike, Pat, Johnno and Erin. His zest for having a good time make him the life of any party or gathering.Ê He immediately connects with anyone he encounters.Tim has continued to keep a positive attitude and a smile for nearly 4 years of battling.Ê He and Andrea would like to personally thank all of their friends and family that have continued to support them through this tough time.Ê As they look ahead, there are many challenges they face, with healthcare for TimÕs family being the priority.Ê We would like to support them and continue to say prayers every day."
1481,Kalamalka Rotary Dream Fund 2020,"Created September 14, 2020","Dreams, Hopes & Wishes",250000,102945,-147055,0,0,379,135,211,"Our Communities Need Your Help!ÊOver the past 35 years, our dedicated Kalamalka Rotarians (www.kalrotary.ca) have hosted the biggest gala event of the year in Vernon Ð The Kalamalka Rotary Dream Auction.ÊÊ Through our efforts, the generosity of bidders, donors, and sponsors alike, we have collectively raised over $4,440,000 since 1985 with 100% of all donations going to organizations that support families in our community and around the world.Ê ÊWe have used your funds to feed children in the North Okanagan through the Starfish Program; built waterparks, skateboard parks and bike trails; funded hospital towers and Homes for Humanity; provided needed kitchens and transportation for those in need and supported countless other important projects.Ê Internationally, we have helped to provide clean water and jobs in Haiti; built schools in Nepal and Ethiopia and rebuilt communities after natural disasters (just to name a few).Today, the world has changed Ð a lot!Ê What was once a lecture from your parents to wash your hands, is now a must.Ê The stress and strain on families juggling priorities within a pandemic is growing.Ê Visits with seniors is restricted and large social gatherings have been banned.Ê Our greatly anticipated Dream Auction cannot proceed this fall in its usual format.Ê However, the needs of families that depend on this event have grown, not vanished.ÊÊÊÊ Now more than ever, we at Kal Rotary are committed to finding a way to continue to support them.Ê Through this KALAMALKA ROTARY DREAM FUND we know that DREAMS CAN STILL COME TRUE!Will you help us reach our goal of $250,000 for local and international families and communities? Every donation makes a difference and makes lives betterÉThis is our online event that cannotÊ be stopped by a pandemic!"
1483,"A Prisoner In His Own Home, Help Free Charles","Created April 22, 2020","Dreams, Hopes & Wishes",250000,78079,-171921,0,0,4700,545,3600,"In 2014, Charles Lamar Blackwell was 3 years out of high school, having graduated in 2011 from Central High School on Detroit's west side. Charles aspired to becoming a Detroit Police Officer but before he actively pursued that career path, he decided to first give back so joined Michigan's Army National Guard in March of 2014. He signed up, took his oath, and was waiting to ship off to boot camp.On June 1 st, 2014 CharlesÕ life changed. He was gunned down in a drive-by shooting while visiting his cousin a block away from Central High School. As a result, Charles was paralyzed from the waist down. And on that day, a young man with big dreams of serving others pretty much lost his freedom.Charles didnÕt give up, though.Ê He was learning to live his life as a paraplegic and was being cared for by his mother, Carolyn Young. On the night of April 1 st, 2016, Carolyn Young was killed in a hit-and-run traffic collision; a speeding Dodge Challenger slammed into her Nissan Altima, pinning her inside and ultimately killing her not far from the family home she shared with her husband, daughter Brandy, and son Charles. I remember that night well; Charles and I were already friends.The Day Charles Mother, Carolyn Young,Ê Was KilledÊApril FoolÕs day, 2016 is the day life drastically changed for Charles.Ê With his mother and primary care giver gone, there was no one able to lift and carry Charles down the stairs of their rented flat, a home they had been in for many years, long before Charles was shot. CharlesÕ father, with medical conditions stemming from diabetes, simply isn't able to help.ÊAs a result, Charles became trapped in a 2nd floor flat, unable to leave unless the State of Michigan and Medicaid deemed it essential. Ambulance costs with lift assist down a flight of stairs can and often cost over $2,600 dollars per round trip. Medicaid does approve visits to an emergency room in an emergency, but for visits to a dentist, routine doctorÕs office visits, etc., that cost is often left up to Charles. Charles monthly income?Ê $968.00 a month.Finding Section 8 housing in Detroit is extremely difficult; the wait times are often over 5 years. An attempt was made to find new housing, but there wasn't much help available and CharlesÕ needs went unanswered and to this day they continue to go unanswered.Undeterred, Charles spent the next 4 years pursuing an education; an education online because he can't leave the second-floor flat. Charles has graduated twice in 4 years; once with an associate of arts degree in general business, and again with an associate of arts degree in business IT. He was just accepted to another online school, Northwood University, to pursue a bachelorÕs degree in business. Charles is determined.So, you ask, why am I starting this GoFundMe account for Charles? Well, I want Charles to be free. See, we often take life for granted, you and me. We're able to go to the store, movies, restaurants, parties or just visit our backyards to enjoy a sunny afternoon or cool evening.ÊCharles can't. Not that Charles doesn't want to, but he can't. He's trapped in a 2nd floor flat, in a tough part of Detroit, with the same view, day in and day out. He can't tell if it's sunny outside unless he looks out the window. He's a prisoner in his own home and has been a prisoner for 4 years.We're looking to provide Charles a safe, accessible, and comfortable home. Charles sister, Brandy, received a scholarship to Michigan State University through hard work and determination; she's soon to graduate and we're looking to give her a place to visit her family, to enjoy a cool evening with Charles in the backyard. We're looking to remove the obstacles life has placed in Charles path; obstacles that prevent him from enjoying even the most simple things:Ê the ability to seek medical help without going bankrupt, the ability to take his education and make something of his incredible life, to work and take care of himself. We're looking to right the wrongs society has done to Charles. This 26-year-old man from Detroit has experienced the worst life has to offer. I'd like you to look back in your own life and remember the times someone helped you. That help may have been a small gesture or a big gesture, but it made a difference in your life. I certainly can remember such times in mine.Your gesture of generosity will help us in achieving our goal. It may be small, it may be large, but a gesture is a gesture. After all, the only thing we leave behind in life is our good deeds.Thank you,John RobertsVideo of Charles Blackwell being interviewed by WXYZ Channel 7 Reporter Jennifer Ann Wilson"
1484,Help for Ermias Kidane ERMILLE ___ _ _____ ___,"Created September 21, 2020","Dreams, Hopes & Wishes",2800,86547,83747,1,30,3900,387,24,"This help goes to Ermias Kidane. This should be able to make Ermille's life easier. Considering how many years he has served Eritrean culture, he has lived a very poor everyday life.This help will change Ermille's life and he is very grateful if everyone can contribute with what they can.Rahena TV opens this GoFund to be able to organize all the help into one and the same source."
1485,Jack & Ricci Coddington Need Our Support Now!,"Created August 30, 2020","Dreams, Hopes & Wishes",108000,76360,-31640,0,0,22,133,31,"Deep Gratitude at this time of Thanksgiving. Thank you donors! The campaign continues!Jack and Ricci Coddington have uniquely touched the lives of so many of us. We have benefited from their invaluable transformational work, skillfully and lovingly guiding us on our journeys of self-exploration and expansion. Their energy, their wisdom, their caring and concern, their devotion to self-awareness, their music and song, their inspiration and expertiseÉÉ.so invaluable to us!ÊNow, because of Covid-19, they are unable to continue offering their workshops. With that income abruptly stopped, their livelihood has been profoundly impacted. And now they are facing having to relocate to another home.ÊAfter all their decades of serving Humanity, we feel it is our turn to honor and support our dear Elders by helping them navigate through this difficult time and into an unknown future.ÊHow can we help them? ÊOur goal is to raise $108,000 for them. We have surpassed our first goal of $59,000 and are continuing this very successful campaign.ÊThe funds raised will fortify and support them with their living expenses, medical expenses and other needs until their lifeÕs work can resume. Ê$7,500 is needed to pay for the many expenses a move requires and help them get resettled.ÊThey need our help now! Please join us in honoring and supporting them with a contribution to this Go Fund Me campaign. Please share this with your dear friends who directly or indirectly value the gifts of Jack and Ricci!ÊÊThank you so much for all your help!ÊÊ Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê ÊÊÊ Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê ""Lord, I know not what I ought to ask of Thee;Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê ÊThou only knowest what I need; Thou lovest me betterÊ Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Êthan I know how to love myself.""ÊÊÊ Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê ÊFrancois de Salignac FenelonÊ Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê Ê (1651 - 1715)"
1486,Gyanchand (Gyan) Mehta Family Support Fund,"Created December 21, 2019","Dreams, Hopes & Wishes",100000,75967,-24033,0,0,406,626,218,"On Dec 16th 2019, Mehta family lost a dear son, a good father and a loving husband. Gyanchand (Gyan, Gyani) passed away after an excruciating but very brave two year battle with cancer. He lived an exemplary life by guiding peers and juniors in many ways. He also cared deeply for people in need, both within and outside his circle of acquaintances. Gyan was close to so many of us and his memories will be cherished forever.ÊGyan is survived by his wife Rachana and 2 kids, Vibha (9 years) and Laksh (5 years). Currently, Rachana and kids have emotional support of family, friends and Gyanchand's colleagues. However, Rachana has been a housewife throughout. We strongly felt that financial help is necessary to deal with the loss. In memory of Gyan and with his family's approval, we have created this GoFundMe page. All proceeds will go directly to Rachana to help them in the near future and in times to come.ÊPlease continue to keep Mehta family in your prayers.Case for financial help:ÊWhile Gyan had health coverage through the employer, Gyan had mentioned that family has substantial out-of-pocket expenses that is yet to be paid. Gyan did not want any help towards paying those bills. As Rachana has been a house-wife so far, we feel that the money raised will be needed to support the family, especially kids' education.ÊMore about Gyanchand's battle with cancer:ÊGyanchand was diagnosed with Myeloid Dysplasia in April of 2018. The alarmingly low RBC, platelet, and WBC counts meant that he was in grave danger and needed multiple blood transfusions every week. He underwent harsh chemotherapy regimen for many months while managing medical complications such as high blood pressure, fistula and appendicitis. To deal with the pain and emotional toll, he sought the refuge of books, meditation, pranayama (breathing control) and conversations with friends. He underwent what looked to be successful bone marrow transplant in February 2019. The bone marrow biopsy results also meant that he was 'cancer-free' for practical purposes. The donor cells were also producing blood cells in a satisfactory manner. However, he started suffering from multi-organ GVHD which ultimately became debilitating. Clinical management of GVHD became quite challenging with viral flares and other complications. Even with all these, Gyan managed to find new clients in his consultancy role and always looked forward to work. Finally, with fungal sinusitis and pneumonia, doctors felt that only miracles could save him. Gyan refused ICU care and wanted to improve his condition sheerly by his Will Power. He spent his last days contacting many friends and being with his close family and friends. His body finally succumbed with a rupture in the lungs.ÊMore about Gyanchand:ÊGyanchand was a fun living and easy-going person. He sought and nurtured friendships. He took a lot of satisfaction from guiding acquaintances in matters of his expertise. His humanity knew no bounds. He was especially passionate about financial matters: financial literacy, financial freedom, financial prudence etc. He was a voracious reader, always on the look out for emerging trends of the world.ÊÊOriginally from India, Gyan held a high regard for entrepreneurial, industrious, and innovative work culture prevalent in the USA. Similarly, he was in awe of elite universities of the land. He was very keen to ensure that his kids get the best higher education that they can possibly get."
1487,Get my dream to become true.,"Created August 1, 2020","Dreams, Hopes & Wishes",175000,70930,-104070,0,0,3000,544,2100,"I am raising money to try to get a robot-arm prosthetic. I am very independent with arms and I can do things that I don't even realize,Ê but all of those things will become much easier with arms. The ones that are out there are so much expensive, up $95.000 and some of them are still in development."
1488,Bring Pradeep's Aspirations to Life,"Created October 7, 2020","Dreams, Hopes & Wishes",60000,63673,3673,1,0,474,383,254,"On September 19, 2020, Pradeep Nayar went on a run, checked the mail, but did not make it back into his home. He passed away of a massive heart attack at the young age of 42. Pradeep was a wonderful son, brother, husband, and a devoted father. He had the biggest smile, a warm heart, and a caring personality. He nurtured and treasured the friendships he cultivated beginning from his childhood through school and higher education. He was a loyal friend and companion to many, never skipping an opportunity to be nostalgic about his memories with each and every one of his friends.ÊPradeepÕs warmth extended beyond his friends and family to his professional relationships as well. Pradeep was an introspective leader, always prepared to show up in support of his team, and always willing to go the extra mile. He had a keen eye for discovering talent and was a great mentor, focused on motivating others to believe in themselves. He was a great storyteller and a keen listener who could keep a conversation engaging and fun for colleagues and friends alike. His compassion and empathy helped him communicate almost anything with the appropriate smile, always managing to come across reassuring.Pradeep was Super Dad to his kids! He always found the time to watch the Mandalorian with his son, Aarav Nayar, and do Art for Kids Hub with his daughter, Aanya Nayar. Despite wanting to travel to different places in the world, he chose to take several trips to Disney because he felt like he was able to connect with the kids the most while waiting to get on the rides.We all miss him dearly and do not know how we will ever fill the void left by his absence. This seems to be the common sentiment as different facets of his life and the positive impact he had in his short life have come to light after his death.Pradeep was passionate about teaching, coaching, and mentoring others and wanted to make a memorable contribution to the UX community. He harbored the desire to build a non-profit educational fund to support young designers in their career journey.We are establishing this fund to make some of his incomplete aspirations come true. The proceeds from the fund will be split between initiatives that support educational initiatives in the UX community and college savings for his kids, Aarav, and Aanya. We are currently reaching out to multiple organizations of Pradeep's choice to direct the funds. We will post updates soon.ÊWe miss you Pradeep! We hope that your legacy lives on in the people whose lives you have touched and made better in some way."
1489,Claxton Family,"Created February 8, 2020","Dreams, Hopes & Wishes",100000,59235,-40765,0,0,3400,602,2300,"This poor family have endured more than most could have imagined over the last three months. Just prior to Christmas, their family home burnt to the ground, and a technicality with their insurance policy has meant that they had no cover and hence no money to cover the demolition and rebuild.The ClaxtonÕs had no other option than to move in with relatives over the Christmas Period whilst trying get together their lives back in order and make plans as to how they could finance a new home.All the while still paying a mortgage on a property completely destroyed.Michael and Marelka have been doing it very tough but not once did either of them complain, they were just so happy that no one was hurt and that they still had their beautiful family.Just this Thursday , I received a call saying that Michael Claxton had died suddenly at the age of 37 from a heart attack whilst interstate on a business trip.His wife and three small children all under the age of 10 now donÕt have a home or their husband and father.Michael was a small business owner of Apex Scaffolding in Adelaide, and his family relied purely on his business to support the household.This has rocked many people, Family, staff and all associated with Michael and his family.Michael and the Claxton family, are the most generous and giving people that ever lived on this planet. When you were in trouble Mick was there. If you weren't in trouble, Mick would check in to make sure you going ok.Michael helped so many people out in times of despair and need. So it's time to pay it forward.We have set a goal of $100,000 to purchase the materials in order to rebuild their home. The labour is going to be donated through friends through fromÊ building industry, we just need the dollars for the materials.The aim is to put a roof over this familyÕs head in this time of grief and despair and get them back on their feet. They will never replace their Husband & Father, but a place to call home would be an amazing start.All donations will go to the Claxton family, and contribute towards rebuilding their family home.Any donation, no matter the size willÊ be appreciated, and we hope to get the Claxton Family back on their feet"
1490,Quince Mountain Iditarod 2020,"Created December 2, 2019","Dreams, Hopes & Wishes",60000,58008,-1992,0,0,830,1300,459,"QuinceÊ has spent the last four years with his wife Blair Braverman raising and training sled dogs in Wisconsin and Alaska. After following the race for several years and supporting Blair as she prepared for her her rookie run, he is almost ready compete in the 2020 Iditarod Trail Sled Dog Race. Thanks to friends in Alaska, he has the opportunity to run the race with an eager team of dogs, but getting to the start line involves expenses far beyond what's typically required for day-to-day mushing. We can only do it with your support.Estimated costs involved in running the race can easily be $60,000. Two wonderful sponsors in Texas (thank you, Heather and Susan!) have kicked off Quince's entry expense and given us the confidence to try this wild thing. Quince has already entered two mid-distance races in AK this winter to ready himself for the race. Team BraverMountain is excited to get to Nome, but first we need to get to Anchorage. Will you help us meet our goal of entering Quince in the 2020 Iditarod Trail Sled Dog Race? Forward!Blair (and Quince)BraverMountain MushingNOTE: Last year, we offered tee shirt incentives for those who contributed $60 or more to Blair's race (as well as drawings to win shirts for those who contributed any amount). The response was wonderful, but managing this endeavor through GoFundMe (and trying to ship during the training season) proved a bit complicated, as this platform isn't set up well for incentives.This year, we would like to simplify things and be as inclusive as we can. If we are able to meet our financial goal for Iditarod expenses, we will offer our limited edition Idita-merch (tees and hoodies) very nearly AT COST (saving a little to account for mistakes and pay design contributors of course); they will be high quality and inexpensive. If we meet 80% of our goal this week, team calendars will sell for under $15 as well.BIG NOTE: Look what we did in 2019!Ê #uglydogs "
1491,BIPOC Urban Farm and Wholeness Center in Winooski,"Created July 8, 2020","Dreams, Hopes & Wishes",185000,54716,-130284,0,0,3000,652,2000,"Hello Folx! My name is Candace Jennifer and since 2014 I have had one dream; to open a BIPOC-centered urban farm and wholeness center in Winooski, VT. ÊI'm calling on my community to help me bring this dream to life. ÊWCAX Made in Vermont Segment: https://www.wcax.com/content/news/MiVT-Conscious-Kitchen-Medicinals-571422881.html{On Wholeness}When we choose to be in our wholeness...Ê...we reject the ways our culture of dominance, colonialism, capitalism and oppression divide us from the land as well as our individual and collective wholeness....we take responsibility for healing the wounds & woundings of our ancestors....we collect the parts of ourselves that we are told need to be tucked away and hidden in the periphery to hold space for all of our parts to show up fully and honestly at the center.Ê...we align with our purpose and claim our capacity and potential to be fully who we are here to be....we care for ourselves, each other and the earth; living WITH not OVER the land or one another....we co-create a way to live our lives in liberation and with love as our teacher....we choose to be free from the veils of illusion that cloud our minds and distract us from being the whole being we were born to be.Ê...we are choosing to love ourselves unconditionally.Are you ready to live in your wholeness?{Conscious Homestead & Wholeness Center} -Ê(Our Vision for Community Offerings)*Recalling Our Landcestors Mentorship: a BIPOC urban homesteading mentorship program that centers on decolonizing our relationship to the land.*Botanica: a small shop that offers herbs, medicinals and products made with ingredients sourced from the homestead urban farm.*Urban Farm Stand:Êoffering homestead, urban farm grown veggies, herbs, flowers and eggs from our backyard flocks.*Learning Kitchen: Êan outdoor cooking and learning space where ancestral food and herbalism classes are offered*Classes/Workshops/Gatherings/1:1 Support Services: a small sacred space offering BIPOC centered, trauma-conscious workshops, classes, small gatherings and 1:1 support & services focused on liberation, decolonization and healing{About Candace}I am many things.ÊDaughter to Camille and Frank. Granddaughter to Frank, Dorothy, Jewel and Goldbourne.Sister to Adrian, Leisa, Maurice, Kevin, Kenson and Karreell.I am mother to David Justus.I am life-partner to Tony.As a child of colonization,Êmany of my ancestors names remain unknown to me because they were displaced from Africa in the TransAtlantic slave trade. Our families broken apart; our connection to the land of our lineage severed. Yet, these ancestors are not lost to me, they live in me, breathe through me, guide me, teach me, nourish me. In turn I honor them by prioritizing and dedicating myself to the practice of midwifing these ancient bonds that make me Candace.Some of my ancestors names are unknown to me because they were likely the ones who stole, raped, enslaved and murdered my African ancestors; ripping us from our lands and families in pursuit of greed and false power. Yet these ancestors are also not lost to me, they too live in me, breathe through me, guide and teach me. In turn I honor them by alchemizing their lineage of toxic oppression and transform it into a new path for justice, healing, resistance and love.ÊI am a servant and steward of nature; some may want to call me witch, bruja, shamaness, healer, herbalist, urban farmer or homesteader. For me, so many of these words, titles, labels donÕt completely resonate like servant and steward of nature. My relationship with the land and its rhythms is a birthright that I humbly nurture as I observe the land both outside and within me.Ê* * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * ÊEducation:MasterÕs degree in Interdisciplinary Education from University of Vermont(graduated with honors, Pi Gamma Mu)BachelorÕs degree in American Studies & Education from Smith CollegeAdvanced Yoga Studies, 300 HR, from Hathavidya in Classical Hatha YogaYoga Certification200 HR, from Laughing River Yoga in Hatha YogaHolistic Health Coach Certification from Hathavidya Inner Harmony ProgramReiki Certification, Level 2, from Reiki Master Anne CameronHealing Touch Certification, Level 1, from University of VermontLabor & Birth/Postpartum Doula CertificationRadical Herbal Allyship Program* * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * ÊProfessional Experience:Over 15 years in Higher Education - Undergraduate Admissions, Student Affairs and Diversity & EquityOver 10 years in Food - Customer Service, Personal Chef, Food Education & Mentorship, Catering, Holistic Health Coaching, Permaculture, Urban Farming & Homesteading, Produce Manager, Farm-to-School Chef, Line Cook, Prep Cook, Senior Cook, Head Chef.Over 20 years in Social Justice - Community Organizing, Advocacy, Education & Training, Outreach, Board WorkOver 15 years in Trauma - Gender-Based & Sexual Violence, Rape Culture, Anti-Oppression, Healing"
1492,Empowering Cuts,"Created August 28, 2020","Dreams, Hopes & Wishes",60000,50445,-9555,0,0,834,1400,463,"Donate to bring hope one haircut at a time!ÊYouÊknow the great feeling you have whenever you walk out of a hair salon or barbershop with a fresh haircut? You feel refreshed and alive! There is just something about a great haircut that puts a bounce back in your step! Unfortunately, the cost of a haircut is often not within reach as some must first prioritize where their next meal is coming from or where they will be sleeping that night.ÊMy name is Joshua Santiago and I am a barber based out of Philadelphia. I am the founder of Empowering Cuts, a non-profit organization that travels the country providing free haircuts to the homeless, military veterans, children, and families who are experiencing financial hardships. I know all too well what it is like to not be able to afford something as simple as a haircut. When I was a child, my father would cut my hair and mess it up every time because we didnÕt have the money to afford the luxury of going to a barbershop.ÊAs an adult, I enrolled in barber school where my life and outlook changed forever. My barber instructor would take the entire class to shelters, offering free haircuts. This is how we learned how to cut hair professionally. Being able to bless someone meant more to me than to actually receive money for it.ÊOver the last 4 years,ÊEmpowering Cuts has worked with over 50 organizations in over 20 different cities from coast-to-coast. We have been featured in roughly 10 different written and visual news outlets. Last but certainly not least, we have been responsible for grooming over 7,500 men, women and children all over the country, FREE OF CHARGE. We donÕt just cut hair. We wash it, style it, and have even done nails and makeup for women, as well, all in the hopes of brightening someoneÕs day!ÊEmpowering Cuts also understands while some people may not be experiencing homelessness, they simply need some hope and light in their life. We have actively sought after these individuals and surprised them with thousands of dollars in donations contributed through the Empowering CutsÕ Social Media community on Instagram and Facebook.ÊThe help we have been able to give these individuals has ranged from money to food, drinks, cleaning supplies, hygiene supplies and full grooming services all thanks to the generous donations of people just like you!ÊWe Want To Do MORE and you can HELP!!ÊI have purchased a 32Õ camper RV to be able to use it as a mobile location for Empowering Cuts! We will use this camper to travel the country frequently and provide hope to the communities we touch.ÊThrough your generous donations, the camper will be fitted with:Êá Ê Ê Ê ÊFlooringá Ê Ê Ê ÊProper lightingá Ê Ê Ê Ê3 barber chairsá Ê Ê Ê ÊBarber stationsá Ê Ê Ê ÊA sanitary bathroomá Ê Ê Ê ÊShampoo bowl stationá Ê Ê Ê ÊElectrical and plumbingá Ê Ê Ê ÊA Lounge Areaá Ê Ê Ê ÊAuto Repairs/Mechanicá Ê Ê Ê ÊAuto body paintingÊThis will allow me to be more mobile and help even more individuals on the road doing my lifeÕs work while offering FREE barber services to even more people in need!ÊYour help in transforming this RV into the mobile headquarters of Empowering Cuts will allow you to see that you are not only investing in me, Joshua Santiago, but you are investing in your fellow brothers and sisters all across the country.ÊI thank you from the bottom of my heart for your support! Additionally, I welcome you to join me on my journey as I highlight the lives and experiences of our homeless men and women across the country which will be shared on our social media.ÊPlease take the time to share my campaign with your family, friends, and loved ones. Together, we can brighten someoneÕs day and bring hope to their future!"
1493,Transportation for Mr. Reed,"Created February 18, 2020","Dreams, Hopes & Wishes",10000,49645,39645,1,4,3300,1200,2400,"Mr. Robert Reed is a custodian at the elementary school where I teach. He loves the students and teachers here.Ê Mr. Robert always has a smile on his face.Ê His manager says he LOOKS for jobs to do around the school, after he has completed his daily tasks.ÊÊEvery day he goes above and beyond taking care of the needs in our facility. Recently, we discovered that Mr. Robert takes 8 buses roundtrip to get to our school each day because he does not own a vehicle. ÊHe has mentioned that he is saving money for a truck. Ê We feel he needs a truck because he plans to have a side business doing yard work. ÊMr. Robert adds a little sunshine to our school with his smile and his exemplary work ethic. ÊWe want to make life a little easier by providing him a used, reliable truck.ÊÊEvery morning and afternoon our announcements end with ""We love you here at Farmington.""Ê We want to show Mr. Robert Reed how much he is loved and appreciated.Please make a donation for this very deserving, hard working and humble man."
1494,COOPER FAMILY FUND,"Created August 26, 2020","Dreams, Hopes & Wishes",50000,49070,-930,0,0,834,354,463,"On August 25, 2020 13 yr old ÊReid Cooper lost his father Ben Cooper (Coop).Ê They shared the love of Ice Hockey and Baseball together.Ê ÊThe one on one travelingÊ with his dad was time that will never be forgotten.Ê Ê Ben was such a caring person who always wanted to do for others before himself.Ê Ben and his wife Kristi wanted nothing more then to see Reid follow his dreams with Ice Hockey and Baseball.Ê The outpouring of so many people wanting to help Kristi and Reid CooperÊhas been amazing.Ê Your support will help make that happen and allow Reid to continue chasing his dreams.Ê Ben will be forever missed but never forgotten.Ê RIP Coop"
1495,Helping 2 volunteer fire fighters families.,"Created December 19, 2019","Dreams, Hopes & Wishes",50000,48066,-1934,0,0,1900,1100,1200,"Two volunteer fire fighters have tragically died, after their fire truck crashed on the way to a blaze south-west of Sydney overnight.A Rural Fire Service crew was travelling as part of a convoy, when it struck a tree and rolled along Wilson Drive in Buxton.Please help us raise money for the immediate family."
1496,Ciara's College Fund,"Created October 26, 2020","Dreams, Hopes & Wishes",25000,46336,21336,1,1,974,225,556,"To friends and family of beautiful Molly McDermott -- Please join us in supporting a College Fund for MollyÕs daughter Ciara.The recent news that Molly had passed away was a terrible shock to all of us. Though she was young and had been healthy and active, Molly fought a series of sudden medical conditions the past two months. Molly was a source of light and joy in so many lives in Austin and in her native Hawaii. Molly edited many award-winning films and other projects, and all of us who worked with her valued her vision, patience and humor. She managed to do what most of us dream of accomplishing: she left the world a better place than she found it. MollyÕs daughter Ciara is now a Senior at Austin High, and our hearts go out to her and the family. Ciara is active in the theater program at Austin High and is looking at universities that will support her goal of writing for new media. Ciara is a wonderful young woman and we hope you can join this effort to support her dreams. Any amount big or small will make a real difference in her way forward.Molly and Ciara were a team that took on life together. MollyÕs recent Facebook posts about special times with Ciara included watching Ciara acting in theater at Austin High and the two of them sending 300 hand-written postcards to Arizona voters! Here are MollyÕs thoughts about the excitement and challenges of high school in 2020. Those challenges have now taken on a new dimension:I am the parent of a 2021 high school Senior!!We have some idea of what weÕre up against: uncertainty, cancellations, restrictions, changes, inconveniences and disappointments. But we will take these uncertainties and create an opportunity to grow. We will pray.We will learn.We will fight.We will create new where we need to. We will fight for celebrations and hope and joy and laughter and ceremonies and milestones and ORDINARY days and the future.I am the parent of a 2021 senior and I am not giving up on this year.Okay, Molly. Neither will we. Love to you all.A little housekeeping required by GoFundMe: Even though The Nobelity Project is a non-profit organization, contributions to Ciara's College Fund are not tax-deductible. We are accepting these gifts to Ciara on behalf of the family untilÊ they open an educational savings account for Ciara.Ê ÊThe Nobelity Project will also cover the 3% fees deducted by GoFundMe for the online processing so that every dollar donated here will make it to Ciara for college expenses. If you have any questions or would like to contribute directly to this fund outside of GoFundMe please feel free to contact us at The Nobelity Project. Christy, Turk and Liz."
1497,One last wish for Noelle,"Created October 11, 2020","Dreams, Hopes & Wishes",100000,43725,-56275,0,0,1700,1400,1,"My cousin Noelle Kuhoric is a 19 year old first generation college student and is fighting cancer for the third time and is now TERMINAL. There is one last possible hope for treatment, a bone marrow transplant clinical trial but there is no evidence it will work and hasnÕt typically been done on her type of cancer. Before Noelle passes away she is making a bucket list of all the places she would like to go and the things she would like to do. If you could donate to this fundraiser to help make some of those dreams come true it would be greatly appreciated."
1498,Oxley Superhero Fund,"Created September 20, 2020","Dreams, Hopes & Wishes",15000,43535,28535,1,2,1700,357,2200,"The Oxley family's lives were recently turned upside down in a split second. Tragedy struck the family with a freak accident involving Robbie. So many of the Oxley's friends, family, first responders, strangers were on the scene immediately to come to RobbieÕs aid. Their fast actions from the first minute until First Respose arrived, through the ambulance ride to the hospital to the amazing team of trama doctors who worked on him in the ER - they all gave him time to fight for his life. He had the best team of doctors, nurses and specialists doing all they could for sweet Robbie. Unfortunately his injuries were too severe to pull through, but he is going to be a true SUPERHERO. Robbie will live on, saving the lives of several other girls and boys waiting on a second chance. Let's come together to support this family and keep Robbie's legacy alive, Emilie's heart bright, the entire family strong, and see what we can grow out of our community for Robbie, Emilie, Nancy, and Keith."
